STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
VON,D,41,M FLOW,19911225 0000,19911225 0000,8829,,CFS
VON,D,41,M FLOW,19911226 0000,19911226 0000,8755,,CFS
VON,D,41,M FLOW,19911227 0000,19911227 0000,8800,,CFS
VON,D,41,M FLOW,19911228 0000,19911228 0000,8999,,CFS
VON,D,41,M FLOW,19911229 0000,19911229 0000,9355,,CFS
VON,D,41,M FLOW,19911230 0000,19911230 0000,10098,,CFS
VON,D,41,M FLOW,19911231 0000,19911231 0000,12787,,CFS
VON,D,41,M FLOW,19920101 0000,19920101 0000,13656,,CFS
VON,D,41,M FLOW,19920102 0000,19920102 0000,11343,,CFS
VON,D,41,M FLOW,19920103 0000,19920103 0000,9665,,CFS
VON,D,41,M FLOW,19920104 0000,19920104 0000,9071,,CFS
VON,D,41,M FLOW,19920105 0000,19920105 0000,9160,,CFS
VON,D,41,M FLOW,19920106 0000,19920106 0000,10222,,CFS
VON,D,41,M FLOW,19920107 0000,19920107 0000,13942,,CFS
VON,D,41,M FLOW,19920108 0000,19920108 0000,15478,,CFS
VON,D,41,M FLOW,19920109 0000,19920109 0000,14405,,CFS
VON,D,41,M FLOW,19920110 0000,19920110 0000,15498,,CFS
VON,D,41,M FLOW,19920111 0000,19920111 0000,---,,CFS
VON,D,41,M FLOW,19920112 0000,19920112 0000,8036,,CFS
VON,D,41,M FLOW,19920113 0000,19920113 0000,10063,,CFS
VON,D,41,M FLOW,19920114 0000,19920114 0000,9570,,CFS
VON,D,41,M FLOW,19920115 0000,19920115 0000,9250,,CFS
VON,D,41,M FLOW,19920116 0000,19920116 0000,9157,,CFS
VON,D,41,M FLOW,19920117 0000,19920117 0000,9051,,CFS
VON,D,41,M FLOW,19920118 0000,19920118 0000,9016,,CFS
VON,D,41,M FLOW,19920119 0000,19920119 0000,8906,,CFS
VON,D,41,M FLOW,19920120 0000,19920120 0000,8640,,CFS
VON,D,41,M FLOW,19920121 0000,19920121 0000,8288,,CFS
VON,D,41,M FLOW,19920122 0000,19920122 0000,8179,,CFS
VON,D,41,M FLOW,19920123 0000,19920123 0000,8031,,CFS
VON,D,41,M FLOW,19920124 0000,19920124 0000,7945,,CFS
VON,D,41,M FLOW,19920125 0000,19920125 0000,7878,,CFS
VON,D,41,M FLOW,19920126 0000,19920126 0000,7880,,CFS
VON,D,41,M FLOW,19920127 0000,19920127 0000,7845,,CFS
